I,V
-71.4166E-9,8.0000E+0
-93.5219E-9,8.2000E+0
-123.7098E-9,8.4000E+0
-166.0443E-9,8.6000E+0
-226.5896E-9,8.8000E+0
-312.0661E-9,9.0000E+0
-276.1247E-9,8.8000E+0
-231.0326E-9,8.6000E+0
-188.5287E-9,8.4000E+0
-153.1543E-9,8.2000E+0
-123.1181E-9,8.0000E+0
-98.9804E-9,7.8000E+0
-79.3404E-9,7.6000E+0
-63.6120E-9,7.4000E+0
-50.9716E-9,7.2000E+0
-40.8161E-9,7.0000E+0
-31.3028E-9,6.8000E+0
-25.0513E-9,6.6000E+0
-19.8571E-9,6.4000E+0
-15.7531E-9,6.2000E+0
-12.3748E-9,6.0000E+0
-9.6801E-9,5.8000E+0
-7.5361E-9,5.6000E+0
-5.8102E-9,5.4000E+0
-4.4554E-9,5.2000E+0
-3.2774E-9,5.0000E+0
-2.4880E-9,4.8000E+0
-1.8767E-9,4.6000E+0
-1.3965E-9,4.4000E+0
-1.0284E-9,4.2000E+0
-748.6005E-12,4.0000E+0
-541.6130E-12,3.8000E+0
-366.8664E-12,3.6000E+0
-258.2622E-12,3.4000E+0
-179.3779E-12,3.2000E+0
-123.1038E-12,3.0000E+0
-82.6083E-12,2.8000E+0
-54.4004E-12,2.6000E+0
-29.8150E-12,2.4000E+0
-18.8172E-12,2.2000E+0
-11.2905E-12,2.0000E+0
-6.6806E-12,1.8000E+0
-3.7827E-12,1.6000E+0
-2.0407E-12,1.4000E+0
-1.0458E-12,1.2000E+0
-463.1427E-15,1.0000E+0
-191.5976E-15,800.0000E-3
-63.6879E-15,600.0000E-3
-38.1095E-15,400.0000E-3
-74.3005E-15,200.0000E-3
75.5280E-15,0.0000E+0
