I,V
-287.4514E-15,-200.0000E-3
-434.8160E-15,0.0000E+0
-470.6665E-15,200.0000E-3
-802.0032E-15,400.0000E-3
-893.5475E-15,600.0000E-3
-969.2622E-15,800.0000E-3
-1.2564E-12,1.0000E+0
-1.4703E-12,1.2000E+0
-1.8215E-12,1.4000E+0
-2.2376E-12,1.6000E+0
-2.7333E-12,1.8000E+0
-3.6131E-12,2.0000E+0
-4.6783E-12,2.2000E+0
-5.9712E-12,2.4000E+0
-7.5877E-12,2.6000E+0
-9.7664E-12,2.8000E+0
-12.4990E-12,3.0000E+0
-16.1573E-12,3.2000E+0
-21.1437E-12,3.4000E+0
-28.0788E-12,3.6000E+0
-38.5827E-12,3.8000E+0
-55.2046E-12,4.0000E+0
-81.8985E-12,4.2000E+0
-127.2456E-12,4.4000E+0
-213.0044E-12,4.6000E+0
-400.9983E-12,4.8000E+0
-854.2994E-12,5.0000E+0
-1.7267E-9,5.2000E+0
-3.8654E-9,5.4000E+0
-12.5066E-9,5.6000E+0
-20.8869E-9,5.8000E+0
-38.0527E-9,6.0000E+0
-90.5132E-9,6.2000E+0
-127.5374E-9,6.4000E+0
-186.0059E-9,6.6000E+0
-273.3110E-9,6.8000E+0
-395.3681E-9,7.0000E+0
-624.0635E-9,7.2000E+0
-817.3475E-9,7.4000E+0
-1.1014E-6,7.6000E+0
-1.5057E-6,7.8000E+0
-2.0884E-6,8.0000E+0
-2.9242E-6,8.2000E+0
-4.1318E-6,8.4000E+0
-7.1314E-6,8.6000E+0
-9.3088E-6,8.8000E+0
-12.5278E-6,9.0000E+0
-11.0143E-6,8.8000E+0
-9.1171E-6,8.6000E+0
-7.4072E-6,8.4000E+0
-5.9708E-6,8.2000E+0
-4.7896E-6,8.0000E+0
-3.6899E-6,7.8000E+0
-2.9800E-6,7.6000E+0
-2.3905E-6,7.4000E+0
-1.9131E-6,7.2000E+0
-1.5259E-6,7.0000E+0
-1.2149E-6,6.8000E+0
-964.8038E-9,6.6000E+0
-763.6828E-9,6.4000E+0
-602.1326E-9,6.2000E+0
-472.8259E-9,6.0000E+0
-354.3611E-9,5.8000E+0
-278.8183E-9,5.6000E+0
-216.7557E-9,5.4000E+0
-167.1496E-9,5.2000E+0
-127.8301E-9,5.0000E+0
-96.9275E-9,4.8000E+0
-72.9039E-9,4.6000E+0
-54.3052E-9,4.4000E+0
-40.0717E-9,4.2000E+0
-27.2108E-9,4.0000E+0
-19.7990E-9,3.8000E+0
-14.1601E-9,3.6000E+0
-9.9720E-9,3.4000E+0
-6.9230E-9,3.2000E+0
-4.7366E-9,3.0000E+0
-2.9504E-9,2.8000E+0
-1.9562E-9,2.6000E+0
-1.2640E-9,2.4000E+0
-796.0354E-12,2.2000E+0
-476.5562E-12,2.0000E+0
-279.4405E-12,1.8000E+0
-158.1022E-12,1.6000E+0
-85.5812E-12,1.4000E+0
-42.7692E-12,1.2000E+0
-20.8599E-12,1.0000E+0
-8.4800E-12,800.0000E-3
-2.7445E-12,600.0000E-3
-420.2992E-15,400.0000E-3
462.8789E-15,200.0000E-3
789.7471E-15,0.0000E+0
