I,V
-13.2832E-15,-2.4000E+0
-5.8320E-15,-2.2000E+0
-24.2889E-15,-2.0000E+0
-64.4583E-15,-1.8000E+0
9.5796E-15,-1.6000E+0
-17.3301E-15,-1.4000E+0
-24.1984E-15,-1.2000E+0
-2.2235E-15,-1.0000E+0
-11.6423E-15,-800.0000E-3
-43.8525E-15,-600.0000E-3
-15.4987E-15,-400.0000E-3
-50.2960E-15,-200.0000E-3
-15.8127E-15,0.0000E+0
-3.1344E-15,200.0000E-3
-59.3967E-15,400.0000E-3
-15.4699E-15,600.0000E-3
-35.6726E-15,800.0000E-3
-18.8533E-15,1.0000E+0
-14.4833E-15,1.2000E+0
-43.5943E-15,1.4000E+0
-51.4639E-15,1.6000E+0
-15.4373E-15,1.8000E+0
-39.0421E-15,2.0000E+0
-20.0840E-15,2.2000E+0
-42.3296E-15,2.4000E+0
-48.4364E-15,2.6000E+0
-60.0783E-15,2.8000E+0
-66.7021E-15,3.0000E+0
-83.7126E-15,3.2000E+0
-99.1183E-15,3.4000E+0
-80.0973E-15,3.6000E+0
-127.0596E-15,3.8000E+0
-218.0423E-15,4.0000E+0
-289.9049E-15,4.2000E+0
-477.5225E-15,4.4000E+0
-804.7540E-15,4.6000E+0
-1.7859E-12,4.8000E+0
-4.9399E-12,5.0000E+0
-12.7028E-12,5.2000E+0
-31.3018E-12,5.4000E+0
-71.3891E-12,5.6000E+0
-107.8399E-12,5.8000E+0
-179.7811E-12,6.0000E+0
-290.6916E-12,6.2000E+0
-497.9131E-12,6.4000E+0
-814.7936E-12,6.6000E+0
-1.1357E-9,6.8000E+0
-1.5889E-9,7.0000E+0
-2.2144E-9,7.2000E+0
-3.0052E-9,7.4000E+0
-4.1720E-9,7.6000E+0
-6.0858E-9,7.8000E+0
-7.9072E-9,8.0000E+0
-10.7816E-9,8.2000E+0
-14.4057E-9,8.4000E+0
-20.0600E-9,8.6000E+0
-28.3244E-9,8.8000E+0
-40.4614E-9,9.0000E+0
-36.1861E-9,8.8000E+0
-30.1291E-9,8.6000E+0
-24.5773E-9,8.4000E+0
-19.7483E-9,8.2000E+0
-15.8448E-9,8.0000E+0
-12.6856E-9,7.8000E+0
-10.0649E-9,7.6000E+0
-7.9909E-9,7.4000E+0
-6.3503E-9,7.2000E+0
-5.0458E-9,7.0000E+0
-4.0025E-9,6.8000E+0
-3.0535E-9,6.6000E+0
-2.4049E-9,6.4000E+0
-1.9035E-9,6.2000E+0
-1.4793E-9,6.0000E+0
-1.1517E-9,5.8000E+0
-901.8605E-12,5.6000E+0
-693.2471E-12,5.4000E+0
-533.7409E-12,5.2000E+0
-406.2431E-12,5.0000E+0
-297.8130E-12,4.8000E+0
-222.7050E-12,4.6000E+0
-165.3261E-12,4.4000E+0
-120.9995E-12,4.2000E+0
-88.9511E-12,4.0000E+0
-64.2955E-12,3.8000E+0
-45.6179E-12,3.6000E+0
-28.0227E-12,3.4000E+0
-19.3886E-12,3.2000E+0
-13.1878E-12,3.0000E+0
-8.6732E-12,2.8000E+0
-5.5633E-12,2.6000E+0
-3.5041E-12,2.4000E+0
-2.1707E-12,2.2000E+0
-1.2826E-12,2.0000E+0
-732.1284E-15,1.8000E+0
-403.5612E-15,1.6000E+0
-214.3343E-15,1.4000E+0
-89.6362E-15,1.2000E+0
-34.0134E-15,1.0000E+0
-31.1674E-15,800.0000E-3
-35.5279E-15,600.0000E-3
-36.7693E-15,400.0000E-3
5.0350E-15,200.0000E-3
4.1559E-15,0.0000E+0
