I,V
-4.5599E-9,4.2000E+0
-3.1382E-9,4.0000E+0
-2.2646E-9,3.8000E+0
-1.6094E-9,3.6000E+0
-1.1295E-9,3.4000E+0
-781.1002E-12,3.2000E+0
-532.2988E-12,3.0000E+0
-332.7514E-12,2.8000E+0
-218.8089E-12,2.6000E+0
-141.2123E-12,2.4000E+0
-88.5546E-12,2.2000E+0
-53.5927E-12,2.0000E+0
-31.5147E-12,1.8000E+0
-17.9363E-12,1.6000E+0
-9.8690E-12,1.4000E+0
-4.9456E-12,1.2000E+0
-2.3311E-12,1.0000E+0
-849.3452E-15,800.0000E-3
-373.0622E-15,600.0000E-3
-23.4770E-15,400.0000E-3
60.7125E-15,200.0000E-3
-9.8943E-15,0.0000E+0
